,victim_age,victim_gender,victim_race,City,State,criminal_charges,victim_armed,alleged_weapon,victim_fleeing,year
6366,25,Male,black,Miami Gardens,FL,No known charges,Unarmed,no object,not fleeing,2015
6325,40,Male,black,Tarboro,NC,No known charges,Allegedly Armed,gun,car,2015
1831,19,Male,black,Modesto,CA,No known charges,Allegedly Armed,gun,car,2019
6375,23,Male,black,San Jose,CA,No known charges,Allegedly Armed,knife,not fleeing,2015
6391,25,Male,black,Oklahoma City,OK,No known charges,Allegedly Armed,gun,not fleeing,2015
1808,31,Male,black,Atlanta,GA,No known charges,Allegedly Armed,gun,foot,2019
6390,74,Male,black,Gastonia,NC,No known charges,Allegedly Armed,gun,not fleeing,2015
1810,25,Male,black,North Miami,FL,No known charges,Allegedly Armed,gun,,2019
6387,37,Female,black,Fairfax,VA,No known charges,Unarmed,no object,,2015
1812,30,Male,black,Durham,NC,No known charges,Allegedly Armed,gun,foot,2019
6386,46,Male,black,Orlando,FL,No known charges,Allegedly Armed,gun,not fleeing,2015
6381,45,Male,black,Dallas,TX,No known charges,Vehicle,vehicle,not fleeing,2015
6380,49,Male,black,Memphis,TN,No known charges,Allegedly Armed,gun,not fleeing,2015
1820,38,Male,black,Gretna,LA,No known charges,Vehicle,vehicle,not fleeing,2019
1821,39,Male,black,Gretna,LA,No known charges,Vehicle,vehicle,car,2019
1822,30,Male,black,Inglewood,CA,No known charges,Allegedly Armed,sword,not fleeing,2019
1823,27,Male,black,Charlotte,NC,No known charges,Allegedly Armed,gun,not fleeing,2019
1824,18,Male,black,St. Louis,MO,No known charges,Allegedly Armed,gun,not fleeing,2019
1825,57,Male,black,Baltimore,MD,No known charges,Unarmed,no object,not fleeing,2019
1829,22,Male,black,Walterboro,SC,No known charges,Allegedly Armed,knife,not fleeing,2019
6324,32,Male,black,White Plains,MD,No known charges,Unarmed,no object,,2015
6323,47,Male,black,Oklahoma City,OK,No known charges,Unarmed,no object,,2015
6320,43,Male,black,Los Angeles,CA,No known charges,Unarmed,no object,not fleeing,2015
6272,35,Male,black,Rome,GA,No known charges,Unarmed,no object,,2015
6259,18,Male,black,Cleveland,OH,Charged,Unarmed,no object,not fleeing,2015
6258,16,Male,black,Jacksonville,FL,No known charges,Allegedly Armed,gun,car,2015
6257,63,Male,black,Kenner,LA,No known charges,Allegedly Armed,machete,not fleeing,2015
6250,21,Male,black,Islip,NY,No known charges,Unarmed,no object,car,2015
6247,24,Male,black,Santa Clara,CA,No known charges,Allegedly Armed,gun,not fleeing,2015
1914,30,Male,black,Little Rock,AR,No known charges,Vehicle,vehicle,car,2019
6243,29,Male,black,Portsmouth,VA,No known charges,Allegedly Armed,gun,car,2015
6241,23,Male,black,Atlanta,GA,No known charges,Vehicle,vehicle,car,2015
1919,39,Male,black,Willimantic,CT,No known charges,Allegedly Armed,gun,car,2019
6240,27,Male,black,Johnsonville,SC,No known charges,Allegedly Armed,gun,foot,2015
1921,24,Male,black,Randallstown,MD,No known charges,Allegedly Armed,machete,not fleeing,2019
1924,31,Male,black,Pelahatchie,MS,No known charges,Allegedly Armed,gun,not fleeing,2019
1927,32,Male,black,New Orleans,LA,No known charges,Allegedly Armed,gun,not fleeing,2019
1929,20,Male,black,Chicago,IL,No known charges,Allegedly Armed,gun,car,2019
6286,35,Male,black,Washington,DC,No known charges,Unarmed,no object,not fleeing,2015
1901,40,Male,black,Killeen,TX,No known charges,Allegedly Armed,gun,not fleeing,2019
6288,37,Male,black,Elkton,MD,No known charges,Vehicle,vehicle,not fleeing,2015
6294,31,Male,black,Baton Rouge,LA,No known charges,Allegedly Armed,gun,not fleeing,2015
6319,20,Male,black,Joliet,IL,No known charges,Allegedly Armed,gun,foot,2015
6318,25,Male,black,Salisbury,MD,No known charges,Allegedly Armed,gun,not fleeing,2015
1872,30,Male,black,Monahans,TX,No known charges,Allegedly Armed,gun,not fleeing,2019
6314,45,Male,black,Milwaukee,WI,No known charges,Allegedly Armed,knife,not fleeing,2015
6310,48,Male,black,Melrose,FL,No known charges,Vehicle,vehicle,not fleeing,2015
1877,25,Male,black,Morgantown,WV,No known charges,Allegedly Armed,gun,foot,2019
6308,19,Male,black,Madison,WI,No known charges,Unarmed,no object,foot,2015
1803,31,Male,black,Anchorage,AK,No known charges,Unarmed,gun,foot,2019
1881,,Male,black,Jacksonville,FL,No known charges,Allegedly Armed,gun,not fleeing,2019
6304,43,Female,black,Anaheim,CA,No known charges,Allegedly Armed,knife,not fleeing,2015
1885,36,Male,black,Des Moines,IA,No known charges,Allegedly Armed,gun,foot,2019
6301,30,Male,black,Cocoa,FL,No known charges,Allegedly Armed,gun,not fleeing,2015
6299,27,Male,black,Chamblee,GA,Charged,Unarmed,no object,not fleeing,2015
1888,22,Male,black,Aurora,CO,No known charges,Allegedly Armed,machete,not fleeing,2019
6296,29,Male,black,Mansfield,OH,No known charges,Unarmed,no object,,2015
6295,64,Male,black,Cleveland,OH,No known charges,Allegedly Armed,gun,not fleeing,2015
6307,37,Male,black,Aurora,CO,No known charges,Unarmed,no object,foot,2015
1802,19,Male,black,Union City,GA,No known charges,Allegedly Armed,gun,,2019
6396,51,Male,black,Lorena,TX,No known charges,Allegedly Armed,gun,car,2015
6397,28,Male,black,Tallahassee,FL,No known charges,Unarmed,no object,not fleeing,2015
1703,25,Male,black,Tulsa,OK,No known charges,Allegedly Armed,gun,foot,2019
6545,23,Male,black,Ridgeland,MS,No known charges,Allegedly Armed,gun,,2014
6542,16,Male,black,Nashville,TN,No known charges,Allegedly Armed,gun,,2014
6540,26,Male,black,Philadelphia,PA,No known charges,Allegedly Armed,gun,,2014
6539,35,Male,black,Texarkana,TX,No known charges,Unarmed,no object,,2014
6528,28,Male,black,St. Louis,MO,No known charges,Unclear,undetermined,,2014
6516,18,Male,black,Berkeley,MO,No known charges,Allegedly Armed,gun,,2014
6514,33,Male,black,Washington,DC,No known charges,Allegedly Armed,gun,,2014
6509,25,Male,black,Chicago,IL,No known charges,Allegedly Armed,knife,,2014
6508,23,Male,black,Cocoa,FL,No known charges,Allegedly Armed,gun,,2014
6507,20,Male,black,Texas city,TX,No known charges,Allegedly Armed,gun,,2014
6503,28,Male,black,Jacksonville,FL,No known charges,Unarmed,sock,,2014
6497,36,Male,black,Bridgeton,NJ,No known charges,Unarmed,no object,,2014
6492,28,Male,black,Miami,FL,No known charges,Allegedly Armed,gun,,2014
1733,17,Male,black,Edmond,OK,No known charges,Unarmed,no object,foot,2019
6549,22,Male,black,Poplar Bluff,MO,No known charges,Allegedly Armed,knife,,2014
1701,49,Male,black,Savannah,GA,No known charges,Allegedly Armed,gun,foot,2019
6552,24,Male,black,Sanford,NC,No known charges,Unclear,undetermined,,2014
6555,49,Male,black,New York,NY,No known charges,Allegedly Armed,knife,,2014
1673,45,Male,black,Miami Gardens,FL,No known charges,Allegedly Armed,gun,not fleeing,2019
6589,30,Male,black,Mesquite,TX,No known charges,Unarmed,no object,,2014
1677,26,Male,black,Auburn,WA,No known charges,Allegedly Armed,knife,not fleeing,2019
1679,32,Female,black,Oxford,MS,Charged,Unarmed,no object,,2019
6573,34,Male,black,Phoenix,AZ,No known charges,Unarmed,no object,,2014
6572,24,Male,black,Oklahoma City,OK,No known charges,Allegedly Armed,gun,,2014
6570,68,Male,black,Los Angeles,CA,No known charges,Allegedly Armed,unknown weapon,,2014
6491,44,Male,black,Decatur,GA,No known charges,Allegedly Armed,gun,,2014
1687,36,Male,black,Pasadena,CA,No known charges,Allegedly Armed,gun,not fleeing,2019
6559,39,Male,black,Oklahoma City,OK,No known charges,Allegedly Armed,gun,,2014
1691,47,Male,black,Appleton,WI,No known charges,Allegedly Armed,gun,not fleeing,2019
1692,30,Male,black,Jeffersontown,KY,No known charges,Vehicle,vehicle,,2019
6556,31,Male,black,San Antonio,TX,No known charges,Allegedly Armed,gun,,2014
1695,44,Female,black,Baytown,TX,No known charges,Allegedly Armed,Taser,not fleeing,2019
1696,36,Male,black,Gardena,CA,No known charges,Allegedly Armed,knife,not fleeing,2019
1698,30,Male,black,Chicago,IL,No known charges,Allegedly Armed,gun,foot,2019
1688,40,Male,black,New Orleans,LA,No known charges,Allegedly Armed,gun,,2019
1931,45,Male,black,Aurora,IL,No known charges,Allegedly Armed,gun,not fleeing,2019
1739,23,Male,black,Denver,CO,No known charges,Unarmed,no object,,2019
6479,26,Male,black,Los Angeles,CA,No known charges,Unarmed,no object,,2015
1775,34,Male,black,St. Louis,MO,No known charges,Allegedly Armed,gun,foot,2019
1776,34,Male,black,Boerne,TX,No known charges,Unarmed,no object,foot,2019
6429,29,Male,black,Lauderhill,FL,No known charges,Vehicle,vehicle,not fleeing,2015
6427,26,Male,black,Baltimore,MD,No known charges,Allegedly Armed,knife,not fleeing,2015
1780,27,Male,black,Shreveport,LA,No known charges,Allegedly Armed,gun,car,2019
1783,33,Male,black,Louisville,KY,No known charges,Allegedly Armed,gun,not fleeing,2019
1786,37,Male,black,Salt Lake City,UT,No known charges,Allegedly Armed,gun,car,2019
1787,24,Male,black,Greeneville,TN,No known charges,Allegedly Armed,gun,not fleeing,2019
6417,33,Male,black,Columbus,OH,No known charges,Allegedly Armed,gun,not fleeing,2015
1789,35,Male,black,Blytheville,AR,No known charges,Unarmed,no object,foot,2019
6408,54,Male,black,Randallstown,MD,No known charges,Allegedly Armed,knife,not fleeing,2015
6401,23,Male,black,St. Louis,MO,No known charges,Allegedly Armed,gun,foot,2015
6400,38,Female,black,Emeryville,CA,No known charges,Allegedly Armed,gun,car,2015
6399,29,Male,black,Antioch,CA,No known charges,Allegedly Armed,knife,not fleeing,2015
6398,36,Male,black,Memphis,TN,No known charges,Allegedly Armed,knife,not fleeing,2015
6431,25,Male,black,Sierra Blanca,TX,No known charges,Unarmed,toy weapon,car,2015
1772,28,Male,black,Clinton,LA,No known charges,Allegedly Armed,gun,not fleeing,2019
1771,33,Male,black,Ocoee,FL,No known charges,Unclear,undetermined,,2019
6436,19,Male,black,St. Louis,MO,No known charges,Allegedly Armed,gun,not fleeing,2015
6476,37,Male,black,New Orleans,LA,No known charges,Allegedly Armed,gun,foot,2015
6475,42,Male,black,Norfolk,NE,No known charges,Unarmed,no object,,2015
6474,41,Male,black,Columbus,OH,No known charges,Allegedly Armed,knife,not fleeing,2015
6473,31,Male,black,Freeport,TX,No known charges,Allegedly Armed,gun,not fleeing,2015
6470,36,Male,black,Strong,AR,No known charges,Unarmed,no object,not fleeing,2015
6460,24,Male,black,St. Paul,MN,No known charges,Vehicle,vehicle,not fleeing,2015
6455,27,Male,black,Indianapolis,IN,No known charges,Allegedly Armed,gun,foot,2015
6480,47,Male,black,Knoxville,PA,No known charges,Unarmed,toy weapon,not fleeing,2015
6453,39,Male,black,Aurora,CO,No known charges,Allegedly Armed,gun,not fleeing,2015
6447,,Male,black,Houston,TX,No known charges,Allegedly Armed,gun,,2015
6445,23,Male,black,Tulsa,OK,No known charges,Allegedly Armed,gun,,2015
6444,21,Male,black,Muskogee,OK,No known charges,Allegedly Armed,gun,foot,2015
6443,27,Male,black,Fort Worth,TX,No known charges,Allegedly Armed,knife,not fleeing,2015
6438,42,Male,black,Scottsdale,AZ,No known charges,Vehicle,vehicle,car,2015
1767,32,Male,black,Bronx,NY,No known charges,Allegedly Armed,knife,not fleeing,2019
1769,43,Male,black,St. Louis,MO,No known charges,Unarmed,no object,,2019
6450,34,Male,black,Chesapeake,VA,No known charges,Allegedly Armed,gun,not fleeing,2015
6237,39,Male,black,Fort Pierce,FL,No known charges,Allegedly Armed,knife,not fleeing,2015
1933,31,Male,black,Jackson,MS,No known charges,Unarmed,no object,,2019
6236,26,Female,black,Oxnard,CA,No known charges,Allegedly Armed,knife,not fleeing,2015
6045,26,Male,black,Roslindale,MA,No known charges,Allegedly Armed,knife,not fleeing,2015
2078,20,Male,black,Memphis,TN,No known charges,Allegedly Armed,knife,not fleeing,2019
2080,35,Male,black,Niles,OH,No known charges,Vehicle,vehicle,foot,2019
2081,28,Male,black,Shallotte,NC,No known charges,Vehicle,vehicle,car,2019
6038,33,Male,black,Philadelphia,PA,No known charges,Allegedly Armed,gun,,2015
2090,44,Male,black,Rockford,IL,No known charges,Allegedly Armed,sword,,2018
6033,30,Male,black,Oakland,CA,No known charges,Allegedly Armed,gun,not fleeing,2015
2096,35,Male,black,Port Arthur,TX,No known charges,Allegedly Armed,unknown weapon,,2018
6021,25,Male,black,Dallas,TX,No known charges,Unarmed,no object,,2015
6020,22,Male,black,Cincinnati,OH,No known charges,Allegedly Armed,gun,not fleeing,2015
2102,17,Male,black,Lakeland,FL,No known charges,Vehicle,vehicle,car,2018
2103,35,Male,black,Clearwater,FL,No known charges,Allegedly Armed,gun,not fleeing,2018
6019,19,Male,black,Bronx,NY,No known charges,Allegedly Armed,gun,not fleeing,2015
6016,40,Male,black,Pompano Beach,FL,No known charges,Allegedly Armed,gun,not fleeing,2015
6014,46,Male,black,Miami,FL,No known charges,Unclear,undetermined,not fleeing,2015
6047,50,Male,black,Rochester,NY,No known charges,Unarmed,no object,,2015
6053,36,Male,black,Lyndhurst,NJ,No known charges,Allegedly Armed,knife,not fleeing,2015
2073,27,Male,black,Millbrook,AL,No known charges,Allegedly Armed,gun,car,2019
6056,40,Male,black,Carrollton,GA,No known charges,Allegedly Armed,gun,not fleeing,2015
2046,20,Male,black,Arlington,TX,No known charges,Allegedly Armed,gun,foot,2019
6084,26,Male,black,Omaha,NE,No known charges,Allegedly Armed,gun,not fleeing,2015
2049,71,Male,black,Eclectic,AL,No known charges,Allegedly Armed,gun,not fleeing,2019
6083,29,Male,black,Lancaster,PA,No known charges,Allegedly Armed,gun,not fleeing,2015
6082,38,Male,black,Owensboro,KY,No known charges,Allegedly Armed,gun,not fleeing,2015
2055,26,Male,black,Decatur,GA,No known charges,Allegedly Armed,gun,car,2019
6079,29,Male,black,Fort Lauderdale,FL,No known charges,Allegedly Armed,knife,not fleeing,2015
6011,35,Male,black,Louisville,KY,No known charges,Unclear,flagpole,not fleeing,2015
2059,36,Male,black,Portland,OR,No known charges,Allegedly Armed,knife,not fleeing,2019
6075,32,Male,black,Charleston,SC,No known charges,Allegedly Armed,gun,not fleeing,2015
6071,25,Male,black,Detroit,MI,No known charges,Allegedly Armed,gun,not fleeing,2015
6070,36,Male,black,Huntsville,AL,No known charges,Allegedly Armed,knife,not fleeing,2015
2068,32,Male,black,Houston,TX,No known charges,Allegedly Armed,gun,not fleeing,2019
2069,33,Male,black,New Orleans,LA,No known charges,Allegedly Armed,gun,not fleeing,2019
6066,51,Male,black,New York,NY,No known charges,Allegedly Armed,gun,not fleeing,2015
6058,32,Male,black,Northglenn,CO,No known charges,Allegedly Armed,gun,not fleeing,2015
2061,42,Male,black,Hurricane,WV,No known charges,Allegedly Armed,gun,car,2019
2044,19,Male,black,Phoenix,AZ,No known charges,Allegedly Armed,gun,not fleeing,2019
6006,47,Male,black,Trenton,NJ,No known charges,Unarmed,no object,,2015
2120,31,Female,black,Hopewell,VA,No known charges,Allegedly Armed,gun,foot,2018
2160,24,Male,black,Savannah,GA,No known charges,Allegedly Armed,gun,not fleeing,2018
2162,16,Male,black,Columbus,OH,No known charges,Allegedly Armed,gun,not fleeing,2018
5948,29,Male,black,Los Angeles,CA,No known charges,Allegedly Armed,knife,not fleeing,2015
2165,53,Male,black,Mcdonough,GA,No known charges,Allegedly Armed,gun,not fleeing,2018
5945,37,Male,black,Atlantic City,NJ,No known charges,Allegedly Armed,knife,foot,2015
5942,18,Male,black,Missouri City,TX,No known charges,Allegedly Armed,gun,not fleeing,2015
2169,33,Male,black,Richmond,VA,No known charges,Allegedly Armed,knife,not fleeing,2018
2171,23,Male,black,St. Louis,MO,No known charges,Allegedly Armed,gun,,2018
5938,39,Male,black,Stonewall,MS,No known charges,Unarmed,no object,,2015
5934,21,Male,black,Kansas City,MO,No known charges,Allegedly Armed,sword,not fleeing,2015
5931,27,Male,black,Chicago,IL,No known charges,Allegedly Armed,gun,foot,2015
5930,20,Male,black,Covington,GA,No known charges,Unarmed,toy weapon,not fleeing,2015
5928,25,Male,black,Chicago,IL,No known charges,Allegedly Armed,gun,not fleeing,2015
2179,65,Male,black,Pensacola,FL,No known charges,Allegedly Armed,meat cleaver,not fleeing,2018
2180,30,Male,black,Tamarac,FL,No known charges,Unclear,straight edge razor,not fleeing,2018
5958,42,Male,black,Oklahoma City,OK,No known charges,Allegedly Armed,gun,foot,2015
5959,23,Male,black,Newport News,VA,No known charges,Allegedly Armed,gun,foot,2015
2154,23,Male,black,Torrance,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
5960,52,Male,black,Miami,FL,No known charges,Allegedly Armed,knife,,2015
2121,27,Male,black,Lehighton,PA,No known charges,Unclear,undetermined,car,2018
5996,21,Male,black,Cincinnati,OH,No known charges,Allegedly Armed,gun,not fleeing,2015
5995,21,Male,black,McCalla,AL,No known charges,Allegedly Armed,gun,,2015
5994,23,Male,black,Chicago,IL,No known charges,Allegedly Armed,gun,foot,2015
2126,32,Male,black,Aurora,CO,No known charges,Unclear,undetermined,,2018
5993,32,Male,black,Baton Rouge,LA,No known charges,Unarmed,no object,,2015
2128,47,Female,black,Darlington,SC,No known charges,Allegedly Armed,knife,not fleeing,2018
6005,22,Male,black,South Lake Tahoe,CA,No known charges,Unarmed,no object,foot,2015
5988,20,Male,black,Pittsburgh,PA,No known charges,Allegedly Armed,gun,car,2015
5982,26,Male,black,Yorktown,VA,No known charges,Allegedly Armed,gun,not fleeing,2015
5981,41,Male,black,Owings Mills,MD,No known charges,Unarmed,no object,not fleeing,2015
5971,24,Male,black,McMinnville,OR,No known charges,Vehicle,vehicle,foot,2015
2144,29,Male,black,St. Louis,MO,No known charges,Vehicle,vehicle,car,2018
2145,27,Female,black,Calhoun,GA,No known charges,Allegedly Armed,gun,not fleeing,2018
5968,23,Male,black,Jacksonville,FL,No known charges,Unarmed,no object,foot,2015
2150,47,Male,black,Buffalo,NY,No known charges,Allegedly Armed,knife,foot,2018
2137,42,Male,black,Memphis,TN,No known charges,Unarmed,toy weapon,,2018
5926,53,Male,black,Stone Mountain,GA,No known charges,Unarmed,no object,,2015
2042,26,Male,black,Lake Charles,LA,No known charges,Allegedly Armed,gun,other,2019
6096,28,Male,black,Jacksonville,FL,No known charges,Unarmed,no object,foot,2015
6210,50,Male,black,North Charleston,SC,Charged,Unarmed,no object,foot,2015
6207,17,Male,black,Zion,IL,No known charges,Allegedly Armed,gun,foot,2015
6206,31,Male,black,Anaheim,CA,No known charges,Allegedly Armed,gun,not fleeing,2015
6203,25,Male,black,Harvey,LA,No known charges,Allegedly Armed,gun,foot,2015
6197,42,Male,black,Valdosta,GA,No known charges,Vehicle,vehicle,car,2015
1965,38,Male,black,Joliet,IL,No known charges,Allegedly Armed,box cutter,,2019
6189,29,Male,black,Monon,IN,No known charges,Allegedly Armed,gun,car,2015
