,victim_age,victim_gender,victim_race,date,City,State,criminal_charges,victim_armed,alleged_weapon,victim_fleeing
5638,27,Male,white,2015-10-14,Catersville,GA,No known charges,Allegedly Armed,gun,not fleeing
5640,31,Male,white,2015-10-12,Brookhaven,MS,No known charges,Allegedly Armed,gun,not fleeing
2396,50,Male,white,2018-09-15,Jacksonville,AR,No known charges,Allegedly Armed,knife,not fleeing
2395,25,Male,white,2018-09-16,Manitowoc,WI,No known charges,Unclear,unknown weapon,not fleeing
2391,29,Male,white,2018-09-16,Garden Plain,KS,No known charges,Allegedly Armed,gun,
2390,44,Male,white,2018-09-17,Hopkinsville,KY,No known charges,Vehicle,vehicle,car
5647,40,Male,white,2015-10-10,Lakeview,MI,No known charges,Allegedly Armed,crossbow,not fleeing
5648,31,Male,white,2015-10-10,Old Saybrook,CT,No known charges,Allegedly Armed,gun,not fleeing
5649,49,Male,white,2015-10-10,Beverly,MA,No known charges,Vehicle,vehicle,not fleeing
5650,38,Male,white,2015-10-10,Pinon Hills,CA,No known charges,Vehicle,vehicle,car
2389,54,Female,white,2018-09-17,Flushing,NY,No known charges,Allegedly Armed,knife,not fleeing
2354,58,Male,white,2018-09-29,Nampa,ID,No known charges,Allegedly Armed,crossbow,
5652,62,Female,white,2015-10-09,Aguanga,CA,No known charges,Allegedly Armed,gun,not fleeing
5656,50,Male,white,2015-10-05,Woodbridge Township,NJ,No known charges,Allegedly Armed,gun,not fleeing
5657,51,Male,white,2015-10-05,Hurst,TX,No known charges,Allegedly Armed,gun,foot
2387,37,Male,white,2018-09-18,Marysville,WA,No known charges,Allegedly Armed,knife,not fleeing
5659,45,Male,white,2015-10-04,Los Angeles,CA,No known charges,Unclear,beer bottle,not fleeing
5660,27,Male,white,2015-10-04,Muscle Shoals,AL,No known charges,Allegedly Armed,gun,foot
5661,29,Male,white,2015-10-02,Amarillo,TX,No known charges,Unarmed,no object,not fleeing
5662,55,Female,white,2015-10-02,Aloha,OR,No known charges,Allegedly Armed,knife,not fleeing
2386,73,Male,white,2018-09-18,Renfrew,PA,No known charges,Allegedly Armed,gun,
2385,43,Male,white,2018-09-18,Virginia Beach,VA,No known charges,Allegedly Armed,gun,foot
5665,40,Male,white,2015-09-30,Rockport,TX,No known charges,Unclear,undetermined,
2383,61,Male,white,2018-09-19,Masontown,PA,No known charges,Allegedly Armed,gun,
5668,37,Male,white,2015-09-29,Mora,MN,No known charges,Unarmed,no object,not fleeing
2378,33,Male,white,2018-09-19,Eagle Point,OR,No known charges,Unarmed,no object,
5654,39,Male,white,2015-10-06,Monterey,CA,No known charges,Unarmed,toy weapon,not fleeing
2353,40,Male,white,2018-09-29,Epping,NH,No known charges,Allegedly Armed,gun,not fleeing
2352,54,Male,white,2018-09-29,Okmulgee,OK,No known charges,Unclear,undetermined,car
2351,40,Male,white,2018-09-30,Greenback,TN,No known charges,Allegedly Armed,ax,not fleeing
2323,49,Female,white,2018-10-10,Sullivan,IN,No known charges,Allegedly Armed,gun,not fleeing
5754,45,Male,white,2015-08-31,Loveland,CO,No known charges,Allegedly Armed,knife,foot
2320,17,Male,white,2018-10-12,Orem,OR,No known charges,Allegedly Armed,knife,not fleeing
5756,18,Male,white,2015-08-31,Hamilton,GA,No known charges,Unarmed,vehicle,
2318,84,Male,white,2018-10-12,Chandler,AZ,No known charges,Allegedly Armed,gun,not fleeing
5758,20,Male,white,2015-08-30,Cushing,OK,No known charges,Allegedly Armed,gun,not fleeing
2312,41,Male,white,2018-10-14,Gainesville,GA,No known charges,Allegedly Armed,gun,not fleeing
5760,43,Male,white,2015-08-29,San Antonio,TX,No known charges,Allegedly Armed,knife,not fleeing
5762,28,Male,white,2015-08-28,Spanish Fork,UT,No known charges,Allegedly Armed,gun,not fleeing
5763,23,Male,white,2015-08-28,Longview,TX,No known charges,Allegedly Armed,gun,not fleeing
2306,61,Male,white,2018-10-17,Kearns,UT,No known charges,Allegedly Armed,knife,
2304,29,Male,white,2018-10-17,Longview,WA,No known charges,Allegedly Armed,gun,foot
2302,23,Male,white,2018-10-18,Salt Lake City,UT,No known charges,Unclear,undetermined,car
5752,76,Male,white,2015-09-01,Twinsburg,OH,No known charges,Allegedly Armed,gun,not fleeing
2300,38,Male,white,2018-10-18,Elkhorn,WI,No known charges,Vehicle,vehicle,car
5770,27,Male,white,2015-08-26,West Jordan,UT,No known charges,Allegedly Armed,gun,not fleeing
5771,22,Male,white,2015-08-26,Hendersonville,TN,No known charges,Unarmed,toy weapon,not fleeing
5772,46,Male,white,2015-08-26,Hixson,TN,No known charges,Allegedly Armed,gun,car
2298,18,Male,white,2018-10-18,Wheat Ridge,CO,No known charges,Unclear,undetermined,other
5774,45,Male,white,2015-08-25,Phoenix,AZ,No known charges,Allegedly Armed,gun,not fleeing
2296,25,Male,white,2018-10-19,Brockton,MA,No known charges,Allegedly Armed,knife,not fleeing
2293,50,Male,white,2018-10-20,Spanaway,WA,No known charges,Allegedly Armed,gun,not fleeing
5777,53,Male,white,2015-08-25,Thonotosassa,FL,No known charges,Allegedly Armed,gun,not fleeing
5778,36,Male,white,2015-08-23,Jacksonville,FL,No known charges,Allegedly Armed,gun,not fleeing
5779,21,Male,white,2015-08-23,Brick,NJ,No known charges,Unarmed,toy weapon,not fleeing
5780,57,Male,white,2015-08-23,Las Vegas,NV,No known charges,Allegedly Armed,gun,not fleeing
2292,34,Female,white,2018-10-20,McBee,SC,No known charges,Allegedly Armed,gun,not fleeing
5782,36,Male,white,2015-08-23,Arab,AL,No known charges,Allegedly Armed,gun,car
5769,54,Male,white,2015-08-27,San Diego,CA,No known charges,Allegedly Armed,box cutter,not fleeing
5784,29,Male,white,2015-08-22,Bakersfield,CA,No known charges,Unclear,carjack,not fleeing
5751,47,Male,white,2015-09-01,Artesia,NM,No known charges,Allegedly Armed,gun,not fleeing
2325,21,Male,white,2018-10-10,Enterprise,NV,No known charges,Allegedly Armed,gun,foot
5714,28,Male,white,2015-09-14,Barstow,CA,No known charges,Unarmed,no object,not fleeing
5715,39,Male,white,2015-09-13,Wellman,IA,No known charges,Allegedly Armed,gun,not fleeing
2348,23,Male,white,2018-10-01,Hastings,MN,No known charges,Allegedly Armed,knife,foot
5717,29,Male,white,2015-09-13,Clute,TX,No known charges,Allegedly Armed,gun,car
5718,23,Male,white,2015-09-12,Sylacauga,AL,No known charges,Unclear,undetermined,other
5719,45,Male,white,2015-09-12,Knoxville,TN,No known charges,Allegedly Armed,gun,not fleeing
5720,44,Male,white,2015-09-11,Broomfield,CO,No known charges,Allegedly Armed,gun,car
5721,31,Male,white,2015-09-11,Chester,PA,No known charges,Allegedly Armed,gun,not fleeing
2347,33,Male,white,2018-10-01,Orlando,FL,No known charges,Unarmed,no object,not fleeing
2346,26,Male,white,2018-10-02,Mableton,GA,No known charges,Allegedly Armed,gun,not fleeing
5724,32,Male,white,2015-09-10,Lodi,CA,No known charges,Allegedly Armed,gun,foot
2342,25,Male,white,2018-10-03,Greenville,MS,No known charges,Allegedly Armed,knife,
5727,25,Male,white,2015-09-09,Green Bay,WI,No known charges,Allegedly Armed,gun,not fleeing
5750,45,Male,white,2015-09-02,Prescott,AZ,No known charges,Allegedly Armed,gun,not fleeing
2338,48,Male,white,2018-10-05,Chiloquin,OR,No known charges,Allegedly Armed,gun,foot
5733,1,Male,white,2015-09-07,Puryear,TN,Charged,Unarmed,no object,
2337,36,Male,white,2018-10-07,Auburn,CA,No known charges,Unarmed,toy weapon,not fleeing
2336,39,Male,white,2018-10-07,Lawtey,FL,No known charges,Allegedly Armed,gun,not fleeing
5736,45,Male,white,2015-09-06,Hobbs,NM,No known charges,Allegedly Armed,gun,not fleeing
2334,36,Male,white,2018-10-08,Oak Ridge,TN,No known charges,Vehicle,vehicle,car
2332,25,Male,white,2018-10-08,Wellington,CO,No known charges,Allegedly Armed,gun,car
2331,24,Male,white,2018-10-08,Okarche,OK,No known charges,Vehicle,vehicle,car
2330,30,Male,white,2018-10-10,Portland,OR,No known charges,Allegedly Armed,knife,not fleeing
2327,76,Male,white,2018-10-10,El Paso,TX,No known charges,Allegedly Armed,gun,not fleeing
5744,27,Male,white,2015-09-04,Weitchpec,CA,No known charges,Allegedly Armed,gun,car
5745,33,Male,white,2015-09-04,Girardville,PA,No known charges,Unarmed,no object,
5747,23,Male,white,2015-09-04,Merrimack,NH,No known charges,Allegedly Armed,knife,not fleeing
5748,36,Male,white,2015-09-04,Springtown,TX,No known charges,Allegedly Armed,gun,not fleeing
5732,24,Male,white,2015-09-08,Akron,OH,No known charges,Unarmed,no object,
5943,33,Male,white,2015-07-07,Mesa,AZ,No known charges,Allegedly Armed,metal pole,not fleeing
5944,35,Male,white,2015-07-07,Sugar Creek,MO,No known charges,Allegedly Armed,gun,car
2166,46,Male,white,2018-12-06,Pahrump,NV,No known charges,Allegedly Armed,gun,not fleeing
6144,63,Male,white,2015-04-24,Miami,OK,No known charges,Allegedly Armed,gun,car
6145,49,Male,white,2015-04-24,Salem,OR,No known charges,Allegedly Armed,gun,not fleeing
6147,51,Male,white,2015-04-23,Rufe,OK,No known charges,Allegedly Armed,gun,not fleeing
2008,26,Male,white,2019-01-20,Billings,MT,No known charges,Allegedly Armed,gun,foot
2004,46,Male,white,2019-01-23,Valparaiso,IN,No known charges,Allegedly Armed,knife,not fleeing
6152,30,Male,white,2015-04-22,New York,NY,No known charges,Allegedly Armed,gun,foot
2001,20,Male,white,2019-01-23,Flagstaff,AZ,No known charges,Unarmed,no object,foot
6157,59,Male,white,2015-04-21,Columbia,SC,No known charges,Allegedly Armed,knife,not fleeing
6158,40,Male,white,2015-04-21,Meridian,MS,No known charges,Unarmed,no object,
6160,40,Male,white,2015-04-19,Wilmore,KY,No known charges,Allegedly Armed,gun,not fleeing
1997,24,Female,white,2019-01-24,St. Louis,MO,Charged,Unarmed,no object,not fleeing
6162,44,Male,white,2015-04-19,Sidney,NE,No known charges,Allegedly Armed,knife,not fleeing
1996,60,Male,white,2019-01-25,Dyersburg,TN,No known charges,Allegedly Armed,gun,not fleeing
1993,30,Male,white,2019-01-25,Florence,MS,No known charges,Unclear,undetermined,
6165,45,Male,white,2015-04-18,Panama City,FL,No known charges,Allegedly Armed,gun,not fleeing
1990,30,Male,white,2019-01-28,Binghamton,NY,No known charges,Allegedly Armed,gun,car
1987,59,Male,white,2019-01-28,Houston,TX,Charged,Allegedly Armed,gun,not fleeing
1986,58,Female,white,2019-01-28,Houston,TX,Charged,Unarmed,no object,not fleeing
1984,46,Male,white,2019-01-28,Red Bluff,CA,No known charges,Allegedly Armed,knife,other
1983,55,Male,white,2019-01-28,Wichita,KS,No known charges,Unarmed,toy weapon,not fleeing
6171,39,Male,white,2015-04-16,Rockwood,MI,No known charges,Unarmed,no object,
6172,72,Male,white,2015-04-15,Carson City,CO,No known charges,Allegedly Armed,gun,not fleeing
6173,51,Male,white,2015-04-15,Columbia,MO,No known charges,Unarmed,toy weapon,car
1980,47,Male,white,2019-01-30,Phoenix,AZ,No known charges,Allegedly Armed,gun,foot
1979,52,Male,white,2019-01-30,Midland,TX,No known charges,Unclear,unknown weapon,not fleeing
6178,31,Male,white,2015-04-14,Jonesboro,AR,No known charges,Allegedly Armed,machete,not fleeing
1974,18,Male,white,2019-02-03,Orange Park,FL,No known charges,Allegedly Armed,gun,not fleeing
2010,35,Male,white,2019-01-19,St. Louis Park,MN,No known charges,Unarmed,no object,not fleeing
6142,46,Female,white,2015-04-24,Sebastopol,CA,No known charges,Vehicle,vehicle,car
6141,25,Male,white,2015-04-25,Victoria,TX,No known charges,Allegedly Armed,machete,not fleeing
6140,58,Male,white,2015-04-25,Clermont,FL,No known charges,Allegedly Armed,knife,not fleeing
6103,47,Male,white,2015-05-10,Tacoma,WA,No known charges,Allegedly Armed,gun,not fleeing
2035,34,Male,white,2019-01-13,White Lake,SD,No known charges,Unclear,undetermined,
6106,35,Male,white,2015-05-08,Kearny,AZ,No known charges,Allegedly Armed,sword,not fleeing
6107,58,Male,white,2015-05-08,Constantania,NY,No known charges,Allegedly Armed,gun,not fleeing
2033,33,Male,white,2019-01-14,Odessa,TX,No known charges,Allegedly Armed,gun,not fleeing
6110,38,Male,white,2015-05-07,Beacon,NY,No known charges,Allegedly Armed,knife,car
6111,72,Male,white,2015-05-07,Lawrenceville,GA,No known charges,Allegedly Armed,knife,not fleeing
6112,18,Male,white,2015-05-06,Wake Forest,NC,No known charges,Allegedly Armed,gun,car
6115,46,Male,white,2015-05-05,Pulaski,VA,No known charges,Allegedly Armed,gun,not fleeing
6116,36,Male,white,2015-05-04,Kennewick,WA,No known charges,Unarmed,toy weapon,not fleeing
2023,48,Male,white,2019-01-15,Roseville,CA,No known charges,Allegedly Armed,gun,car
6119,36,Male,white,2015-05-03,Roosevelt,UT,No known charges,Allegedly Armed,gun,not fleeing
2021,32,Male,white,2019-01-16,Charlotte,NC,No known charges,Allegedly Armed,knife,foot
1972,47,Male,white,2019-02-03,Flagstaff,AZ,No known charges,Allegedly Armed,knife,not fleeing
6122,53,Male,white,2015-05-03,Chavies,KY,No known charges,Allegedly Armed,gun,not fleeing
2020,57,Male,white,2019-01-16,Sperry,OK,No known charges,Allegedly Armed,gun,foot
2019,46,Male,white,2019-01-16,Fort Lupton,CO,Charged,Unclear,undetermined,car
2018,41,Male,white,2019-01-16,Evans,CO,No known charges,Allegedly Armed,gun,
2017,32,Female,white,2019-01-16,West Memphis,AR,No known charges,Vehicle,vehicle,car
6131,53,Male,white,2015-04-29,Nashville,TN,No known charges,Allegedly Armed,gun,not fleeing
6132,27,Male,white,2015-04-28,Marion,IL,No known charges,Allegedly Armed,gun,not fleeing
6133,58,Male,white,2015-04-28,Mansfield,OH,No known charges,Allegedly Armed,gun,not fleeing
2013,64,Male,white,2019-01-18,O'Fallon,MO,No known charges,Allegedly Armed,gun,not fleeing
2012,42,Male,white,2019-01-19,Woodburn,OR,No known charges,Allegedly Armed,ax,not fleeing
6136,45,Male,white,2015-04-26,Garden Grove,CA,No known charges,Allegedly Armed,gun,not fleeing
6137,29,Male,white,2015-04-26,Bunch,OK,No known charges,Unarmed,no object,not fleeing
6138,76,Male,white,2015-04-26,Hanford,CA,No known charges,Allegedly Armed,gun,not fleeing
2011,30,Male,white,2019-01-19,Knoxville,TN,No known charges,Vehicle,vehicle,car
6123,52,Male,white,2015-05-02,Smyrna,DE,No known charges,Allegedly Armed,gun,not fleeing
6182,32,Male,white,2015-04-12,Salemburg,NC,No known charges,Allegedly Armed,gun,car
1971,80,Male,white,2019-02-04,Clarksburg,WV,No known charges,Allegedly Armed,gun,not fleeing
6184,83,Male,white,2015-04-12,Newalla,OK,No known charges,Allegedly Armed,machete,not fleeing
1946,34,Male,white,2019-02-11,Montgomery,WV,No known charges,Unclear,undetermined,
6224,49,Male,white,2015-03-30,Eugene,OR,No known charges,Allegedly Armed,gun,not fleeing
1943,46,Male,white,2019-02-12,Merced,CA,No known charges,Allegedly Armed,gun,not fleeing
6226,54,Male,white,2015-03-30,Boulder City,NV,No known charges,Allegedly Armed,gun,not fleeing
6227,26,Male,white,2015-03-29,Peebles,OH,Charged,Vehicle,vehicle,car
1942,28,Male,white,2019-02-12,Fairbanks,AK,No known charges,Allegedly Armed,gun,not fleeing
1939,42,Male,white,2019-02-12,Richmond Hill,NY,No known charges,Unarmed,toy weapon,
1938,34,Male,white,2019-02-13,Menallen Township,PA,No known charges,Allegedly Armed,knife,not fleeing
6231,56,Male,white,2015-03-27,Encinitas,CA,No known charges,Allegedly Armed,gun,not fleeing
6232,42,Male,white,2015-03-27,Fort Ashby,WV,No known charges,Allegedly Armed,gun,car
1937,47,Male,white,2019-02-13,Apex,NC,No known charges,Allegedly Armed,gun,not fleeing
6234,40,Male,white,2015-03-27,Webster,MA,No known charges,Allegedly Armed,gun,foot
1936,33,Male,white,2019-02-14,San Jose,CA,No known charges,Allegedly Armed,gun,car
6221,36,Male,white,2015-03-31,Tampa,FL,No known charges,Allegedly Armed,gun,not fleeing
1934,34,Male,white,2019-02-14,Hubbard,MN,No known charges,Allegedly Armed,gun,
1920,28,Male,white,2019-02-19,Horn Lake,MS,No known charges,Allegedly Armed,knife,
1918,26,Male,white,2019-02-20,Mililani,HI,No known charges,Vehicle,vehicle,car
1917,28,Male,white,2019-02-22,Walton,WV,No known charges,Allegedly Armed,gun,not fleeing
6244,63,Male,white,2015-03-24,Glendale,AZ,No known charges,Allegedly Armed,gun,not fleeing
6245,38,Male,white,2015-03-24,Fond du Lac,WI,No known charges,Allegedly Armed,gun,not fleeing
6246,57,Male,white,2015-03-24,San Jose,CA,No known charges,Allegedly Armed,gun,not fleeing
1913,29,Male,white,2019-02-23,Clarksville,TN,No known charges,Allegedly Armed,gun,foot
6248,37,Male,white,2015-03-22,Vallejo,CA,No known charges,Allegedly Armed,knife,not fleeing
6249,36,Male,white,2015-03-22,Portland,OR,No known charges,Allegedly Armed,knife,foot
1912,44,Male,white,2019-02-23,Blountville,TN,No known charges,Allegedly Armed,gun,not fleeing
6251,60,Male,white,2015-03-21,Harmony,IN,No known charges,Allegedly Armed,gun,not fleeing
6252,21,Male,white,2015-03-21,Cottonwood,AZ,No known charges,Allegedly Armed,gun,not fleeing
6253,44,Male,white,2015-03-21,Clarendon,NY,No known charges,Allegedly Armed,gun,car
6239,53,Female,white,2015-03-26,Gardner,KS,No known charges,Allegedly Armed,gun,not fleeing
6102,55,Male,white,2015-05-11,Enfield,NC,No known charges,Unarmed,no object,
1950,55,Male,white,2019-02-10,Waukesha,WI,No known charges,Allegedly Armed,knife,not fleeing
6218,36,Male,white,2015-04-01,Hamilton Township,NJ,No known charges,Allegedly Armed,knife,not fleeing
6185,66,Male,white,2015-04-11,Sand Springs,OK,No known charges,Allegedly Armed,gun,not fleeing
6186,38,Male,white,2015-04-10,Topeka,KS,No known charges,Allegedly Armed,gun,car
1970,40,Male,white,2019-02-04,Phoenix,AZ,No known charges,Unarmed,no object,
6188,54,Male,white,2015-04-09,Kellyville,OK,No known charges,Vehicle,vehicle,other
1966,20,Male,white,2019-02-06,La Salle,CO,No known charges,Allegedly Armed,gun,
6190,22,Male,white,2015-04-09,Navarre,FL,No known charges,Allegedly Armed,sword,not fleeing
6191,31,Male,white,2015-04-09,Gettysburg,PA,No known charges,Allegedly Armed,gun,not fleeing
6192,28,Male,white,2015-04-09,Boiling Springs,SC,No known charges,Allegedly Armed,gun,not fleeing
6195,60,Male,white,2015-04-08,San Antonio,TX,No known charges,Allegedly Armed,gun,car
1964,25,Male,white,2019-02-07,McHenry,MS,No known charges,Allegedly Armed,gun,car
6198,32,Male,white,2015-04-07,Shawnee,OK,No known charges,Allegedly Armed,gun,car
6199,23,Male,white,2015-04-06,Indianapolis,IN,No known charges,Allegedly Armed,gun,not fleeing
6200,31,Male,white,2015-04-06,Rigby,ID,No known charges,Allegedly Armed,gun,car
1951,25,Male,white,2019-02-09,Del City,OK,No known charges,Allegedly Armed,gun,not fleeing
6201,33,Male,white,2015-04-06,Ocala,FL,No known charges,Unarmed,no object,
6204,51,Male,white,2015-04-05,Phoenix,AZ,No known charges,Allegedly Armed,knife,not fleeing
6205,56,Male,white,2015-04-05,Tehachapi,CA,No known charges,Allegedly Armed,gun,not fleeing
1961,38,Male,white,2019-02-07,Snyder,TX,No known charges,Unclear,undetermined,not fleeing
1960,40,Male,white,2019-02-07,Memphis,TN,No known charges,Allegedly Armed,gun,not fleeing
6208,34,Male,white,2015-04-04,Edgewood,NM,No known charges,Allegedly Armed,gun,car
6209,33,Male,white,2015-04-04,Muskogee County,OK,No known charges,Unarmed,no object,
1958,58,Male,white,2019-02-07,Madera,CA,No known charges,Allegedly Armed,knife,not fleeing
6211,38,Male,white,2015-04-03,Winchester,VA,No known charges,Allegedly Armed,knife,not fleeing
